Hawk-Dove Simulation on 03-22 21-56-39
Iterations:;10000
Seed used:;9325390

iteration;agentOneScore;agentTwoScore
4116;100;100
4117;50;50
4118;100;100
4119;50;50
4120;50;50
4121;100;47
4122;47;100
4123;47;100
4124;47;100
4125;50;50
4126;50;50
4127;100;47
4128;100;100
4129;100;100
4130;100;100
4131;50;50
4132;47;100
4133;50;50
4134;47;100
4135;47;100
4136;50;50
4137;47;100
4138;47;100
4139;50;50
4140;50;50
4141;50;50
4142;100;100
4143;50;50
4144;100;47
4145;47;100
4146;47;100
4147;47;100
4148;100;47
4149;100;100
4150;50;50
4151;47;100
4152;47;100
4153;50;50
4154;50;50
4155;100;47
4156;50;50
4157;50;50
4158;50;50
4159;50;50
4160;47;100
4161;50;50
4162;50;50
4163;50;50
4164;50;50
4165;100;100
4166;50;50
4167;100;47
4168;50;50
4169;100;47
4170;47;100
4171;47;100
4172;50;50
4173;47;100
4174;100;47
4175;47;100
4176;50;50
4177;47;100
4178;50;50
4179;50;50
4180;50;50
4181;50;50
4182;47;100
4183;100;47
4184;47;100
4185;47;100
4186;47;100
4187;100;47
4188;50;50
4189;100;47
4190;100;100
4191;47;100
4192;100;100
4193;47;100
4194;50;50
4195;100;47
4196;47;100
4197;50;50
4198;50;50
4199;50;50
4200;50;50
4201;47;100
4202;47;100
4203;50;50
4204;50;50
4205;47;100
4206;50;50
4207;47;100
4208;47;100
4209;50;50
4210;100;47
4211;100;47
4212;50;50
4213;100;100
4214;100;47
4215;100;47
4216;100;100
4217;50;50
4218;47;100
4219;47;100
4220;50;50
4221;50;50
4222;47;100
4223;100;100
4224;47;100
4225;100;100
4226;100;47
4227;50;50
4228;50;50
4229;50;50
4230;47;100
4231;47;100
4232;50;50
4233;100;47
4234;47;100
4235;47;100
4236;50;50
4237;100;47
4238;50;50
4239;50;50
4240;50;50
4241;47;100
4242;50;50
4243;47;100
4244;47;100
4245;47;100
4246;100;47
4247;100;47
4248;47;100
4249;50;50
4250;50;50
4251;47;100
4252;50;50
4253;47;100
4254;50;50
4255;47;100
4256;50;50
4257;100;100
4258;50;50
4259;47;100
4260;100;47
4261;50;50
4262;50;50
4263;100;47
4264;50;50
4265;47;100
4266;50;50
4267;50;50
4268;47;100
4269;50;50
4270;47;100
4271;47;100
4272;50;50
4273;50;50
4274;47;100
4275;47;100
4276;50;50
4277;50;50
4278;100;100
4279;100;100
4280;50;50
4281;47;100
4282;47;100
4283;50;50
4284;50;50
4285;47;100
4286;50;50
4287;50;50
4288;50;50
4289;50;50
4290;50;50
4291;50;50
4292;50;50
4293;100;47
4294;100;47
4295;47;100
4296;100;100
4297;50;50
4298;47;100
4299;47;100
4300;50;50
4301;100;100
4302;50;50
4303;50;50
4304;100;47
4305;50;50
4306;100;47
4307;100;100
4308;47;100
4309;50;50
4310;100;47
4311;50;50
4312;47;100
4313;100;100
4314;100;100
4315;47;100
4316;50;50
4317;47;100
4318;50;50
4319;100;100
4320;47;100
4321;47;100
4322;50;50
4323;100;47
4324;100;47
4325;50;50
4326;50;50
4327;100;47
4328;100;47
4329;100;100
4330;50;50
4331;47;100
4332;47;100
4333;100;47
4334;47;100
4335;47;100
4336;47;100
4337;100;47
4338;50;50
4339;47;100
4340;100;47
4341;100;47
4342;50;50
4343;47;100
4344;50;50
4345;100;47
4346;47;100
4347;47;100
4348;47;100
4349;100;47
4350;50;50
4351;50;50
4352;47;100
4353;50;50
4354;47;100
4355;100;47
4356;50;50
4357;47;100
4358;47;100
4359;50;50
4360;50;50
4361;47;100
4362;47;100
4363;50;50
4364;50;50
4365;47;100
4366;50;50
4367;47;100
4368;47;100
4369;100;100
4370;47;100
4371;47;100
4372;50;50
4373;50;50
4374;100;47
4375;47;100
4376;50;50
4377;50;50
4378;50;50
4379;47;100
4380;50;50
4381;50;50
4382;50;50
4383;100;100
4384;50;50
4385;47;100
4386;100;100
4387;47;100
4388;50;50
4389;47;100
4390;47;100
4391;50;50
4392;47;100
4393;100;47
4394;50;50
4395;50;50
4396;100;47
4397;47;100
4398;50;50
4399;100;47
4400;50;50
4401;100;100
4402;50;50
4403;50;50
4404;100;47
4405;50;50
4406;50;50
4407;50;50
4408;100;100
4409;100;47
4410;50;50
4411;50;50
4412;50;50
4413;100;100
4414;50;50
4415;50;50
4416;47;100
4417;50;50
4418;47;100
4419;47;100
4420;50;50
4421;47;100
4422;50;50
4423;100;47
4424;100;100
4425;100;47
4426;47;100
4427;50;50
4428;50;50
4429;100;100
4430;47;100
4431;100;47
4432;50;50
4433;50;50
4434;50;50
4435;50;50
4436;50;50
4437;100;100
4438;100;47
4439;50;50
4440;50;50
4441;50;50
4442;47;100
4443;100;100
4444;50;50
4445;100;100
4446;100;100
4447;50;50
4448;50;50
4449;50;50
4450;100;47
4451;50;50
4452;47;100
4453;50;50
4454;100;47
4455;47;100
4456;47;100
4457;47;100
4458;50;50
4459;100;100
4460;47;100
4461;100;100
4462;50;50
4463;47;100
4464;50;50
4465;50;50
4466;100;47
4467;47;100
4468;47;100
4469;100;100
4470;50;50
4471;100;47
4472;100;47
4473;100;100
4474;47;100
4475;50;50
4476;47;100
4477;50;50
4478;50;50
4479;50;50
4480;50;50
4481;100;47
4482;100;100
4483;47;100
4484;50;50
4485;47;100
4486;47;100
4487;50;50
4488;100;47
4489;100;100
4490;47;100
4491;50;50
4492;50;50
4493;50;50
4494;100;47
4495;47;100
4496;47;100
4497;100;100
4498;50;50
4499;100;47
4500;47;100
4501;47;100
4502;50;50
4503;50;50
4504;50;50
4505;50;50
4506;50;50
4507;50;50
4508;50;50
4509;50;50
4510;100;47
4511;50;50
4512;47;100
4513;50;50
4514;50;50
4515;100;47
4516;47;100
4517;47;100
4518;47;100
4519;47;100
4520;100;100
4521;100;47
4522;47;100
4523;50;50
4524;50;50
4525;100;47
4526;50;50
4527;50;50
4528;47;100
4529;50;50
4530;50;50
4531;50;50
4532;47;100
4533;100;47
4534;100;100
4535;50;50
4536;50;50
4537;50;50
4538;47;100
4539;50;50
4540;50;50
4541;100;47
4542;50;50
4543;100;47
4544;50;50
4545;47;100
4546;47;100
4547;100;47
4548;47;100
4549;50;50
4550;47;100
4551;50;50
4552;50;50
4553;50;50
4554;100;47
4555;47;100
4556;47;100
4557;100;100
4558;50;50
4559;47;100
4560;100;47
4561;100;100
4562;50;50
4563;100;47
4564;47;100
4565;100;100
4566;47;100
4567;47;100
4568;100;47
4569;100;47
4570;50;50
4571;47;100
4572;50;50
4573;47;100
4574;100;47
4575;50;50
4576;50;50
4577;100;47
4578;100;47
4579;100;100
4580;47;100
4581;47;100
4582;50;50
4583;50;50
4584;50;50
4585;100;100
4586;50;50
4587;50;50
4588;50;50
4589;50;50
4590;50;50
4591;50;50
4592;100;100
4593;50;50
4594;47;100
4595;50;50
4596;100;47
4597;100;100
4598;50;50
4599;50;50
4600;100;47
4601;47;100
4602;50;50
4603;100;47
4604;100;47
4605;47;100
4606;50;50
4607;50;50
4608;50;50
4609;50;50
4610;50;50
4611;50;50
4612;100;47
4613;47;100
4614;47;100
4615;50;50
4616;100;100
4617;47;100
4618;100;100
4619;50;50
4620;100;47
4621;47;100
4622;50;50
4623;50;50
4624;100;100
4625;47;100
4626;47;100
4627;50;50
4628;100;47
4629;100;47
4630;47;100
4631;50;50
4632;47;100
4633;100;47
4634;100;100
4635;50;50
4636;50;50
4637;100;100
4638;100;47
4639;100;47
4640;50;50
4641;50;50
4642;50;50
4643;50;50
4644;100;100
4645;47;100
4646;50;50
4647;50;50
4648;100;47
4649;50;50
4650;100;100
4651;50;50
4652;50;50
4653;50;50
4654;100;47
4655;100;47
4656;50;50
4657;47;100
4658;47;100
4659;100;100
4660;100;47
4661;47;100
4662;47;100
4663;47;100
4664;47;100
4665;50;50
4666;100;47
4667;100;47
4668;100;47
4669;100;100
4670;100;100
4671;47;100
4672;47;100
4673;47;100
4674;47;100
4675;47;100
4676;47;100
4677;50;50
4678;47;100
4679;47;100
4680;47;100
4681;100;47
4682;50;50
4683;47;100
4684;50;50
4685;100;47
4686;47;100
4687;100;100
4688;47;100
4689;47;100
4690;50;50
4691;100;47
4692;50;50
4693;100;47
4694;50;50
4695;100;47
4696;100;47
4697;100;47
4698;100;100
4699;47;100
4700;50;50
4701;50;50
4702;100;47
4703;100;47
4704;47;100
4705;100;100
4706;47;100
4707;50;50
4708;100;47
4709;50;50
4710;50;50
4711;50;50
4712;50;50
4713;47;100
4714;50;50
4715;100;47
4716;47;100
4717;50;50
4718;47;100
4719;50;50
4720;50;50
4721;47;100
4722;50;50
4723;50;50
4724;100;47
4725;50;50
4726;100;47
4727;47;100
4728;50;50
4729;100;47
4730;47;100
4731;47;100
4732;100;47
4733;50;50
4734;100;47
4735;50;50
4736;50;50
4737;100;47
4738;50;50
4739;50;50
4740;50;50
4741;47;100
4742;47;100
4743;47;100
4744;47;100
4745;100;47
4746;100;47
4747;50;50
4748;100;47
4749;50;50
4750;100;100
4751;50;50
4752;100;47
4753;47;100
4754;100;47
4755;47;100
4756;47;100
4757;100;47
4758;100;47
4759;50;50
4760;50;50
4761;50;50
4762;50;50
4763;47;100
4764;50;50
4765;47;100
4766;50;50
4767;47;100
4768;47;100
4769;100;47
4770;47;100
4771;47;100
4772;50;50
4773;50;50
4774;50;50
4775;100;47
4776;100;47
4777;50;50
4778;47;100
4779;47;100
4780;50;50
4781;50;50
4782;47;100
4783;50;50
4784;50;50
4785;50;50
4786;50;50
4787;100;100
4788;50;50
4789;50;50
4790;50;50
4791;100;47
4792;47;100
4793;100;47
4794;100;47
4795;100;47
4796;50;50
4797;47;100
4798;100;100
4799;50;50
4800;100;47
4801;47;100
4802;47;100
4803;100;47
4804;47;100
4805;100;47
4806;100;47
4807;50;50
4808;47;100
4809;100;100
4810;50;50
4811;50;50
4812;50;50
4813;50;50
4814;100;100
4815;100;100
4816;100;100
4817;50;50
4818;100;47
4819;47;100
4820;100;47
4821;100;100
4822;47;100
4823;50;50
4824;100;47
4825;50;50
4826;100;100
4827;50;50
4828;50;50
4829;50;50
4830;100;47
4831;50;50
4832;100;47
4833;50;50
4834;100;47
4835;50;50
4836;47;100
4837;100;100
4838;47;100
4839;100;100
4840;50;50
4841;50;50
4842;47;100
4843;100;47
4844;50;50
4845;47;100
4846;100;47
4847;47;100
4848;100;47
4849;50;50
4850;50;50
4851;47;100
4852;50;50
4853;100;47
4854;100;100
4855;47;100
4856;50;50
4857;100;47
4858;50;50
4859;47;100
4860;50;50
4861;100;100
4862;50;50
4863;50;50
4864;100;100
4865;100;47
4866;47;100
4867;50;50
4868;100;100
4869;100;47
4870;47;100
4871;47;100
4872;47;100
4873;50;50
4874;50;50
4875;50;50
4876;50;50
4877;100;47
4878;50;50
4879;50;50
4880;100;100
4881;47;100
4882;100;47
4883;47;100
4884;50;50
4885;50;50
4886;47;100
4887;100;100
4888;50;50
4889;47;100
4890;50;50
4891;50;50
4892;50;50
4893;100;47
4894;100;47
4895;100;47
4896;47;100
4897;50;50
4898;50;50
4899;100;100
4900;47;100
4901;47;100
4902;100;100
4903;50;50
4904;50;50
4905;50;50
4906;50;50
4907;100;47
4908;47;100
4909;50;50
4910;100;100
4911;100;100
4912;50;50
4913;100;47
4914;47;100
4915;50;50
4916;47;100
4917;50;50
4918;47;100
4919;47;100
4920;50;50
4921;47;100
4922;100;100
4923;50;50
4924;100;47
4925;50;50
4926;47;100
4927;100;47
4928;100;47
4929;47;100
4930;100;100
4931;100;100
4932;50;50
4933;50;50
4934;100;47
4935;50;50
4936;50;50
4937;47;100
4938;50;50
4939;100;47
4940;100;100
4941;50;50
4942;50;50
4943;100;47
4944;100;47
4945;50;50
4946;100;100
4947;50;50
4948;47;100
4949;50;50
4950;50;50
4951;50;50
4952;100;100
4953;100;100
4954;50;50
4955;47;100
4956;50;50
4957;100;47
4958;50;50
4959;50;50
4960;100;47
4961;47;100
4962;100;100
4963;47;100
4964;50;50
4965;47;100
4966;100;100
4967;47;100
4968;50;50
4969;100;100
4970;47;100
4971;50;50
4972;100;100
4973;100;100
4974;100;100
4975;47;100
4976;47;100
4977;50;50
4978;47;100
4979;50;50
4980;50;50
4981;50;50
4982;100;47
4983;100;100
4984;50;50
4985;100;47
4986;50;50
4987;50;50
4988;47;100
4989;100;47
4990;100;100
4991;100;47
4992;50;50
4993;50;50
4994;50;50
4995;47;100
4996;47;100
4997;47;100
4998;47;100
4999;47;100
5000;100;47
5001;47;100
5002;100;47
5003;50;50
5004;50;50
5005;47;100
5006;100;47
5007;50;50
5008;50;50
5009;100;47
5010;47;100
5011;50;50
5012;100;47
5013;100;100
5014;50;50
5015;100;100
5016;50;50
5017;47;100
5018;47;100
5019;50;50
5020;50;50
5021;50;50
5022;100;47
5023;100;47
5024;47;100
5025;47;100
5026;100;47
5027;50;50
5028;50;50
5029;47;100
5030;50;50
5031;50;50
5032;50;50
5033;50;50
5034;47;100
5035;47;100
5036;100;47
5037;50;50
5038;50;50
5039;50;50
5040;47;100
5041;50;50
5042;100;100
5043;100;47
5044;50;50
5045;50;50
5046;100;100
5047;47;100
5048;50;50
5049;47;100
5050;100;47
5051;47;100
5052;100;47
5053;50;50
5054;100;47
5055;100;47
5056;100;100
5057;50;50
5058;47;100
5059;50;50
5060;50;50
5061;100;47
5062;47;100
5063;100;47
5064;50;50
5065;50;50
5066;100;47
5067;50;50
5068;50;50
5069;50;50
5070;100;47
5071;50;50
5072;47;100
5073;50;50
5074;50;50
5075;100;47
5076;100;47
5077;47;100
5078;47;100
5079;50;50
5080;47;100
5081;100;47
5082;50;50
5083;50;50
5084;50;50
5085;100;100
5086;47;100
5087;47;100
5088;47;100
5089;100;100
5090;47;100
5091;47;100
5092;47;100
5093;50;50
5094;47;100
5095;100;100
5096;50;50
5097;100;47
5098;47;100
5099;100;100
5100;50;50
5101;100;47
5102;50;50
5103;47;100
5104;50;50
5105;50;50
5106;50;50
5107;100;100
5108;47;100
5109;100;100
5110;47;100
5111;50;50
5112;50;50
5113;47;100
5114;50;50
5115;50;50
5116;47;100
5117;47;100
5118;100;47
5119;50;50
5120;50;50
5121;100;100
5122;50;50
5123;50;50
5124;47;100
5125;100;47
5126;47;100
5127;50;50
5128;50;50
5129;100;47
5130;50;50
5131;100;47
5132;100;47
5133;50;50
5134;50;50
5135;47;100
5136;50;50
5137;50;50
5138;100;47
5139;50;50
5140;100;47
5141;50;50
5142;50;50
5143;50;50
5144;50;50
5145;50;50
5146;50;50
5147;100;47
5148;47;100
5149;100;100
5150;100;47
5151;50;50
5152;100;47
5153;100;100
5154;100;47
5155;50;50
5156;47;100
5157;50;50
5158;47;100
5159;47;100
5160;50;50
5161;100;100
5162;47;100
5163;50;50
5164;47;100
5165;100;47
5166;50;50
5167;47;100
5168;100;47
5169;50;50
5170;50;50
5171;50;50
5172;100;47
5173;100;47
5174;50;50
5175;100;100
5176;50;50
5177;50;50
5178;50;50
5179;100;100
5180;50;50
5181;50;50
5182;50;50
5183;100;100
5184;50;50
5185;47;100
5186;50;50
5187;47;100
5188;47;100
5189;50;50
5190;100;100
5191;100;100
5192;47;100
5193;50;50
5194;100;47
5195;50;50
5196;50;50
5197;100;100
5198;100;47
5199;47;100
5200;50;50
5201;50;50
5202;100;100
5203;47;100
5204;47;100
5205;47;100
5206;47;100
5207;100;100
5208;47;100
5209;47;100
5210;47;100
5211;50;50
5212;50;50
5213;50;50
5214;47;100
5215;100;47
5216;50;50
5217;47;100
5218;100;100
5219;100;47
5220;50;50
5221;47;100
5222;47;100
5223;47;100
5224;50;50
5225;50;50
5226;100;100
5227;47;100
5228;100;100
5229;100;47
5230;50;50
5231;47;100
5232;47;100
5233;50;50
5234;50;50
5235;100;100
5236;100;100
5237;47;100
5238;50;50
5239;50;50
5240;47;100
5241;100;47
5242;47;100
5243;50;50
5244;50;50
5245;100;47
5246;100;47
5247;100;47
5248;100;100
5249;100;47
5250;47;100
5251;50;50
5252;50;50
5253;47;100
5254;47;100
5255;47;100
5256;50;50
5257;50;50
5258;47;100
5259;50;50
5260;50;50
5261;50;50
5262;47;100
5263;50;50
5264;50;50
5265;50;50
5266;47;100
5267;50;50
5268;50;50
5269;50;50
5270;50;50
5271;100;47
5272;100;47
5273;50;50
5274;100;47
5275;47;100
5276;100;47
5277;100;100
5278;50;50
5279;50;50
5280;47;100
5281;100;47
5282;100;100
5283;47;100
5284;50;50
5285;47;100
5286;50;50
5287;50;50
5288;50;50
5289;50;50
5290;47;100
5291;100;100
5292;100;47
5293;100;100
5294;47;100
5295;47;100
5296;50;50
5297;50;50
5298;47;100
5299;50;50
5300;50;50
5301;50;50
5302;50;50
5303;47;100
5304;50;50
5305;47;100
5306;47;100
5307;47;100
5308;47;100
5309;50;50
5310;50;50
5311;100;47
5312;100;47
5313;50;50
5314;50;50
5315;100;100
5316;100;47
5317;50;50
5318;100;47
5319;50;50
5320;100;100
5321;50;50
5322;50;50
5323;100;47
5324;47;100
5325;100;47
5326;50;50
5327;50;50
5328;100;100
5329;47;100
5330;47;100
5331;50;50
5332;50;50
5333;50;50
5334;50;50
5335;100;47
5336;47;100
5337;50;50
5338;100;47
5339;47;100
5340;47;100
5341;100;100
5342;50;50
5343;47;100
5344;100;47
5345;50;50
5346;47;100
5347;50;50
5348;100;47
5349;100;100
5350;50;50
5351;47;100
5352;100;100
5353;50;50
5354;50;50
5355;50;50
5356;47;100
5357;50;50
5358;100;47
5359;50;50
5360;100;47
5361;47;100
5362;47;100
5363;50;50
5364;50;50
5365;47;100
5366;50;50
5367;47;100
5368;100;100
5369;100;47
5370;47;100
5371;47;100
5372;47;100
5373;47;100
5374;50;50
5375;50;50
5376;47;100
5377;100;100
5378;50;50
5379;50;50
5380;47;100
5381;50;50
5382;100;47
5383;50;50
5384;50;50
5385;50;50
5386;100;47
5387;50;50
5388;50;50
5389;50;50
5390;47;100
5391;50;50
5392;50;50
5393;50;50
5394;47;100
5395;50;50
5396;50;50
5397;100;47
5398;100;47
5399;50;50
5400;50;50
5401;47;100
5402;50;50
5403;50;50
5404;100;100
5405;47;100
5406;50;50
5407;50;50
5408;47;100
5409;100;47
5410;100;100
5411;50;50
5412;100;100
5413;100;47
5414;50;50
5415;47;100
5416;50;50
5417;100;100
5418;47;100
5419;50;50
5420;50;50
5421;100;47
5422;47;100
5423;47;100
5424;50;50
5425;47;100
5426;47;100
5427;47;100
5428;47;100
5429;50;50
5430;47;100
5431;100;47
5432;100;47
5433;100;47
5434;50;50
5435;100;47
5436;100;100
5437;50;50
5438;47;100
5439;50;50
5440;47;100
5441;100;100
5442;50;50
5443;50;50
5444;100;47
5445;100;100
5446;47;100
5447;100;47
5448;100;47
5449;47;100
5450;100;47
5451;50;50
5452;47;100
5453;47;100
5454;47;100
5455;100;47
5456;50;50
5457;50;50
5458;100;100
5459;100;47
5460;50;50
5461;50;50
5462;50;50
5463;50;50
5464;50;50
5465;50;50
5466;50;50
5467;50;50
5468;47;100
5469;50;50
5470;47;100
5471;50;50
5472;47;100
5473;47;100
5474;47;100
5475;47;100
5476;50;50
5477;100;47
5478;100;47
5479;100;47
5480;47;100
5481;47;100
5482;50;50
5483;100;47
5484;100;100
5485;50;50
5486;50;50
5487;50;50
5488;100;47
5489;100;100
5490;100;47
5491;50;50
5492;100;100
5493;100;47
5494;100;100
5495;47;100
5496;100;47
5497;50;50
5498;100;47
5499;100;47
5500;50;50
5501;47;100
5502;50;50
5503;50;50
5504;100;47
5505;47;100
5506;100;47
5507;47;100
5508;50;50
5509;50;50
5510;47;100
5511;47;100
5512;50;50
5513;50;50
5514;47;100
5515;50;50
5516;47;100
5517;47;100
5518;47;100
5519;50;50
5520;47;100
5521;50;50
5522;50;50
5523;100;100
5524;50;50
5525;47;100
5526;47;100
5527;47;100
5528;100;47
5529;50;50
5530;50;50
5531;100;100
5532;50;50
5533;50;50
5534;47;100
5535;50;50
5536;50;50
5537;100;100
5538;50;50
5539;50;50
5540;50;50
5541;50;50
5542;47;100
5543;47;100
5544;100;47
5545;100;100
5546;100;47
5547;50;50
5548;100;47
5549;50;50
5550;100;100
5551;47;100
5552;100;100
5553;47;100
5554;47;100
5555;47;100
5556;100;100
5557;47;100
5558;100;100
5559;50;50
5560;47;100
5561;47;100
5562;100;47
5563;50;50
5564;47;100
5565;47;100
5566;100;47
5567;47;100
5568;100;47
5569;47;100
5570;50;50
5571;50;50
5572;100;47
5573;100;100
5574;100;47
5575;47;100
5576;47;100
5577;50;50
5578;47;100
5579;50;50
5580;47;100
5581;47;100
5582;47;100
5583;100;100
5584;50;50
5585;50;50
5586;47;100
5587;100;100
5588;100;47
5589;100;100
5590;47;100
5591;50;50
5592;50;50
5593;50;50
5594;50;50
5595;47;100
5596;50;50
5597;50;50
5598;100;47
5599;50;50
5600;50;50
5601;50;50
5602;50;50
5603;50;50
5604;50;50
5605;50;50
5606;100;47
5607;50;50
5608;100;100
5609;50;50
5610;47;100
5611;50;50
5612;100;47
5613;100;47
5614;50;50
5615;100;47
5616;47;100
5617;50;50
5618;47;100
5619;50;50
5620;47;100
5621;47;100
5622;100;47
5623;100;100
5624;47;100
5625;100;100
5626;50;50
5627;50;50
5628;100;100
5629;50;50
5630;47;100
5631;47;100
5632;100;100
5633;100;47
5634;100;47
5635;47;100
5636;100;100
5637;50;50
5638;100;47
5639;50;50
5640;47;100
5641;50;50
5642;47;100
5643;50;50
5644;50;50
5645;50;50
5646;47;100
5647;50;50
5648;100;47
5649;47;100
5650;47;100
5651;50;50
5652;100;47
5653;100;47
5654;100;47
5655;50;50
5656;47;100
5657;47;100
5658;47;100
5659;47;100
5660;50;50
5661;47;100
5662;100;47
5663;50;50
5664;47;100
5665;50;50
5666;47;100
5667;100;47
5668;100;100
5669;100;47
5670;100;47
5671;50;50
5672;50;50
5673;50;50
5674;50;50
5675;100;100
5676;100;47
5677;50;50
5678;50;50
5679;50;50
5680;100;100
5681;100;47
5682;100;100
5683;100;47
5684;50;50
5685;100;100
5686;50;50
5687;50;50
5688;100;47
5689;47;100
5690;47;100
5691;50;50
5692;100;47
5693;100;47
5694;50;50
5695;50;50
5696;50;50
5697;50;50
5698;50;50
5699;50;50
5700;47;100
5701;50;50
5702;50;50
5703;100;47
5704;50;50
5705;47;100
5706;100;47
5707;100;100
5708;50;50
5709;50;50
5710;47;100
5711;50;50
5712;100;47
5713;50;50
5714;47;100
5715;100;100
5716;100;100
5717;47;100
5718;50;50
5719;100;100
5720;50;50
5721;50;50
5722;47;100
5723;100;47
5724;47;100
5725;100;100
5726;100;47
5727;50;50
5728;47;100
5729;50;50
5730;50;50
5731;100;47
5732;50;50
5733;50;50
5734;50;50
5735;50;50
5736;100;100
5737;47;100
5738;50;50
5739;50;50
5740;50;50
5741;47;100
5742;100;47
5743;47;100
5744;50;50
5745;47;100
5746;50;50
5747;50;50
5748;47;100
5749;100;100
5750;100;47
5751;50;50
5752;50;50
5753;47;100
5754;50;50
5755;100;47
5756;47;100
5757;50;50
5758;47;100
5759;50;50
5760;50;50
5761;100;100
5762;50;50
5763;100;47
5764;47;100
5765;47;100
5766;50;50
5767;50;50
5768;47;100
5769;50;50
5770;100;47
5771;47;100
5772;50;50
5773;47;100
5774;50;50
5775;100;47
5776;50;50
5777;50;50
5778;100;47
5779;47;100
5780;47;100
5781;50;50
5782;100;100
5783;100;100
5784;50;50
5785;47;100
5786;47;100
5787;50;50
5788;100;47
5789;100;47
5790;50;50
5791;47;100
5792;50;50
5793;47;100
5794;50;50
5795;47;100
5796;50;50
5797;100;100
5798;50;50
5799;100;47
5800;50;50
5801;47;100
5802;50;50
5803;100;100
5804;50;50
5805;47;100
5806;50;50
5807;100;47
5808;100;100
5809;100;100
5810;47;100
5811;50;50
5812;50;50
5813;47;100
5814;100;47
5815;100;47
5816;50;50
5817;100;100
5818;50;50
5819;100;47
5820;47;100
5821;100;47
5822;100;100
5823;50;50
5824;100;100
5825;47;100
5826;50;50
5827;100;47
5828;100;47
5829;50;50
5830;100;47
5831;100;100
5832;47;100
5833;47;100
5834;47;100
5835;50;50
5836;100;100
5837;47;100
5838;50;50
5839;50;50
5840;50;50
5841;50;50
5842;47;100
5843;50;50
5844;50;50
5845;50;50
5846;100;100
5847;50;50
5848;100;47
5849;100;100
5850;47;100
5851;100;100
5852;47;100
5853;100;47
5854;50;50
5855;50;50
5856;50;50
5857;47;100
5858;100;100
5859;50;50
5860;100;100
5861;47;100
5862;100;47
5863;50;50
5864;100;47
5865;100;47
5866;100;100
5867;100;100
5868;50;50
5869;47;100
5870;47;100
5871;50;50
5872;47;100
5873;50;50
5874;50;50
5875;50;50
5876;100;47
5877;100;47
5878;47;100
5879;100;47
5880;47;100
5881;50;50
5882;50;50
5883;47;100
5884;47;100
5885;47;100
5886;47;100
5887;50;50
5888;47;100
5889;50;50
5890;47;100
5891;100;100
5892;47;100
5893;50;50
5894;100;47
5895;50;50
5896;47;100
5897;50;50
5898;50;50
5899;50;50
5900;47;100
5901;50;50
5902;47;100
5903;50;50
5904;47;100
5905;47;100
5906;47;100
5907;100;47
5908;100;100
5909;100;47
5910;100;47
5911;100;100
5912;50;50
5913;50;50
5914;47;100
5915;100;47
5916;50;50
5917;100;100
5918;50;50
5919;47;100
5920;50;50
5921;100;47
5922;50;50
5923;47;100
5924;50;50
5925;50;50
5926;50;50
5927;50;50
5928;100;47
5929;100;47
5930;50;50
5931;100;47
5932;100;100
5933;47;100
5934;47;100
5935;50;50
5936;50;50
5937;50;50
5938;47;100
5939;47;100
5940;47;100
5941;47;100
5942;50;50
5943;100;47
5944;47;100
5945;100;47
5946;50;50
5947;47;100
5948;47;100
5949;50;50
5950;47;100
5951;50;50
5952;50;50
5953;50;50
5954;47;100
5955;100;47
5956;47;100
5957;47;100
5958;50;50
5959;100;47
5960;50;50
5961;50;50
5962;100;47
5963;100;47
5964;100;47
5965;47;100
5966;50;50
5967;100;100
5968;47;100
5969;50;50
5970;47;100
5971;50;50
5972;100;100
5973;47;100
5974;50;50
5975;100;47
5976;100;100
5977;50;50
5978;50;50
5979;47;100
5980;50;50
5981;50;50
5982;50;50
5983;100;100
5984;47;100
5985;100;47
5986;47;100
5987;50;50
5988;100;47
5989;50;50
5990;50;50
5991;50;50
5992;50;50
5993;100;47
5994;100;100
5995;47;100
5996;47;100
5997;47;100
5998;50;50
5999;100;100
6000;50;50
6001;47;100
6002;47;100
6003;50;50
6004;50;50
6005;50;50
6006;100;47
6007;100;47
6008;50;50
6009;100;47
6010;50;50
6011;50;50
6012;50;50
6013;47;100
6014;50;50
6015;100;100
6016;47;100
6017;47;100
6018;47;100
6019;100;47
6020;47;100
6021;100;47
6022;50;50
6023;100;47
6024;100;47
6025;50;50
6026;50;50
6027;47;100
6028;100;100
6029;50;50
6030;50;50
6031;50;50
6032;50;50
6033;50;50
6034;100;47
6035;100;100
6036;50;50
6037;100;47
6038;47;100
6039;100;47
6040;47;100
6041;47;100
6042;50;50
6043;47;100
6044;50;50
6045;100;100
6046;50;50
6047;50;50
6048;50;50
6049;50;50
6050;47;100
6051;47;100
6052;50;50
6053;100;100
6054;47;100
6055;50;50
6056;50;50
6057;50;50
6058;50;50
6059;47;100
6060;100;47
6061;50;50
6062;47;100
6063;50;50
6064;47;100
6065;100;47
6066;47;100
6067;100;47
6068;50;50
6069;47;100
6070;50;50
6071;50;50
6072;47;100
6073;100;47
6074;47;100
6075;50;50
6076;50;50
6077;47;100
6078;50;50
6079;50;50
6080;47;100
6081;100;100
6082;100;47
6083;50;50
6084;47;100
6085;50;50
6086;50;50
6087;50;50
6088;100;100
6089;50;50
6090;50;50
6091;50;50
6092;47;100
6093;100;47
6094;47;100
6095;50;50
6096;47;100
6097;47;100
6098;50;50
6099;50;50
6100;50;50
6101;100;47
6102;50;50
6103;50;50
6104;47;100
6105;47;100
6106;50;50
